word,count,sep
minute,30,bad
webtoon,30,bad
clich,30,bad
stars,30,bad
Enough,30,bad
emotion,30,bad
element,30,bad
pain,30,bad
dude,30,bad
finale,29,bad
painful,29,bad
name,29,bad
Other,29,bad
number,29,bad
addition,29,bad
doctor,29,bad
backstory,29,bad
2nd,29,bad
change,29,bad
camera,29,bad
bunch,29,bad
charm,29,bad
e,29,bad
disgusting,29,bad
hot,29,bad
multiple,29,bad
pacing,28,bad
car,28,bad
star,28,bad
worthy,28,bad
marriage,28,bad
ratings,28,bad
sex,28,bad
home,28,bad
body,28,bad
deep,28,bad
song,28,bad
identity,28,bad
comments,28,bad
bored,28,bad
group,28,bad
food,28,bad
project,28,bad
close,28,bad
fans,28,bad
pure,27,bad
realistic,27,bad
front,27,bad
quick,27,bad
favorite,27,bad
Story,27,bad
sudden,27,bad
childhood,27,bad
medical,27,bad
fault,27,bad
cliches,27,bad
frustration,27,bad
watchable,27,bad
tiring,27,bad
powerful,27,bad
entertaining,27,bad
exciting,27,bad
support,27,bad
basic,27,bad
week,27,bad
explanation,27,bad
forced,27,bad
third,27,bad
tone,27,bad
criminal,26,bad
lol,26,bad
product,26,bad
victim,26,bad
days,26,bad
setting,26,bad
surprise,26,bad
rom,26,bad
unique,26,bad
makeup,26,bad
questions,26,bad
cheap,26,bad
boss,26,bad
back,26,bad
tropes,26,bad
eps,26,bad
likable,25,bad
tragic,25,bad
immature,25,bad
portrayal,25,bad
trauma,25,bad
impact,25,bad
expression,25,bad
super,25,bad
believable,25,bad
personal,25,bad
serial,25,bad
behaviour,25,bad
fl,25,bad
facial,25,bad
success,25,bad
horror,25,bad
tired,25,bad
initial,25,bad
curious,25,bad
hour,25,bad
cringe,25,bad
kid,25,bad
childish,25,bad
thought,25,bad
hopes,25,bad
dynamic,24,bad
beauty,24,bad
negative,24,bad
themes,24,bad
need,24,bad
arc,24,bad
media,24,bad
spoilers,24,bad
solid,24,bad
phone,24,bad
pity,24,bad
antagonist,24,bad
free,24,bad
effort,24,bad
supernatural,24,bad
skip,24,bad
intriguing,24,bad
student,23,bad
eye,23,bad
lots,23,bad
illogical,23,bad
secondary,23,bad
industry,23,bad
cop,23,bad
actresses,23,bad
adults,23,bad
adorable,23,bad
frustrated,23,bad
unbearable,23,bad
decision,23,bad
necessary,23,bad
fashion,23,bad
married,23,bad
unbelievable,23,bad
piece,23,bad
mediocre,23,bad
narrative,23,bad
ready,23,bad
stiff,23,bad
crap,23,bad
hospital,23,bad
resolution,22,bad
members,22,bad
turn,22,bad
early,22,bad
boys,22,bad
plan,22,bad
career,22,bad
terms,22,bad
adaptation,22,bad
crush,22,bad
hair,22,bad
material,22,bad
stupidity,22,bad
thoughts,22,bad
makjang,22,bad
hope,22,bad
works,22,bad
particular,22,bad
sick,22,bad
mistakes,22,bad
mini,22,bad
superficial,22,bad
ghost,22,bad
korean,22,bad
sexual,22,bad
fair,22,bad
odd,22,bad
dad,22,bad
Acting,22,bad
impossible,22,bad
track,22,bad
choices,22,bad
content,21,bad
songs,21,bad
comedic,21,bad
cat,21,bad
illness,21,bad
confused,21,bad
*,21,bad
generic,21,bad
wise,21,bad
picture,21,bad
water,21,bad
robot,21,bad
trash,21,bad
historical,21,bad
ass,21,bad
successful,21,bad
absolute,21,bad
date,21,bad
meaningless,21,bad
aspects,21,bad
black,21,bad
dry,21,bad
game,21,bad
process,21,bad
fate,21,bad
consistent,21,bad
energy,21,bad
glad,21,bad
girlfriend,21,bad
Many,21,bad
surprised,21,bad
memory,21,bad
move,21,bad
attitude,21,bad
suicide,21,bad
k,21,bad
editing,21,bad
seasons,20,bad
era,20,bad
accident,20,bad
inconsistent,20,bad
mood,20,bad
blood,20,bad
logical,20,bad
strange,20,bad
red,20,bad
public,20,bad
meaningful,20,bad
culture,20,bad
drunk,20,bad
scenario,20,bad
word,20,bad
attractive,20,bad
dialogues,20,bad
mysterious,20,bad
talented,20,bad
conversations,20,bad
length,20,bad
politics,19,bad
question,19,bad
complex,19,bad
choice,19,bad
set,19,bad
laughable,19,bad
opposite,19,bad
result,19,bad
climax,19,bad
air,19,bad
excellent,19,bad
forgettable,19,bad
art,19,bad
later,19,bad
kdramas,19,bad
impression,19,bad
step,19,bad
voice,19,bad
closure,19,bad
soundtrack,19,bad
1st,19,bad
matter,19,bad
intelligent,19,bad
angst,19,bad
majority,19,bad
personalities,19,bad
dream,19,bad
hands,18,bad
ideas,18,bad
physical,18,bad
substance,18,bad
history,18,bad
difference,18,bad
secrets,18,bad
unable,18,bad
protagonists,18,bad
absurd,18,bad
autistic,18,bad
happiness,18,bad
humor,18,bad
miserable,18,bad
likeable,18,bad
romcom,18,bad
prison,18,bad
pieces,18,bad
view,18,bad
existent,18,bad
political,18,bad
lovers,18,bad
looks,18,bad
bromance,18,bad
investigation,18,bad
storylines,18,bad
lazy,18,bad
complicated,18,bad
due,18,bad
joke,18,bad
system,18,bad
ghosts,18,bad
detective,18,bad
progress,18,bad
tension,18,bad
representation,18,bad
Characters,18,bad
excuse,18,bad
natural,18,bad
try,17,bad
Worst,17,bad
novel,17,bad
score,17,bad
effect,17,bad
responsible,17,bad
factor,17,bad
girls,17,bad
individual,17,bad
artist,17,bad
por,17,bad
Love,17,bad
constant,17,bad
ambitious,17,bad
circumstances,17,bad
Bad,17,bad
description,17,bad
mature,17,bad
vibe,17,bad
taste,17,bad
bar,17,bad
goal,17,bad
garbage,17,bad
reaction,17,bad
filler,17,bad
rare,17,bad
former,17,bad
progression,17,bad
break,17,bad
care,17,bad
movies,17,bad
questionable,17,bad
mistake,16,bad
consequences,16,bad
endings,16,bad
about,16,bad
summary,16,bad
understanding,16,bad
treatment,16,bad
travel,16,bad
motivations,16,bad
este,16,bad
anti,16,bad
hype,16,bad
aware,16,bad
BLs,16,bad
fast,16,bad
soul,16,bad
creepy,16,bad
creators,16,bad
popular,16,bad
wonder,16,bad
tragedy,16,bad
kisses,16,bad
event,16,bad
build,16,bad
minor,16,bad
acceptable,16,bad
None,16,bad
plain,16,bad
annoyed,16,bad
effects,16,bad
unlikeable,16,bad
massive,16,bad
specific,16,bad
various,16,bad
key,16,bad
adult,16,bad
names,16,bad
entertainment,16,bad
obsession,16,bad
train,16,bad
stereotypes,16,bad
seconds,16,bad
sloppy,16,bad
empty,16,bad
modern,15,bad
class,15,bad
genuine,15,bad
syndrome,15,bad
Plot,15,bad
ugly,15,bad
weeks,15,bad
trailer,15,bad
cruel,15,bad
People,15,bad
core,15,bad
go,15,bad
melodramatic,15,bad
lame,15,bad
Season,15,bad
Check,15,bad
birth,15,bad
strength,15,bad
laws,15,bad
promise,15,bad
alone,15,bad
ill,15,bad
deal,15,bad
awesome,15,bad
loud,15,bad
universe,15,bad
apparent,15,bad
fighting,15,bad
patient,15,bad
partner,15,bad
details,15,bad
opening,15,bad
health,15,bad
thin,15,bad
sun,15,bad
smile,15,bad
culprit,15,bad
prominent,15,bad
wreck,15,bad
spoiler,15,bad
limited,15,bad
center,15,bad
jealous,15,bad
anger,15,bad
period,15,bad
smooth,15,bad
plotline,15,bad
motives,15,bad
patience,14,bad
mothers,14,bad
wall,14,bad
genres,14,bad
sound,14,bad
up,14,bad
SPOILERS,14,bad
tears,14,bad
latter,14,bad
REALLY,14,bad
romances,14,bad
bright,14,bad
store,14,bad
intense,14,bad
uninteresting,14,bad
desperate,14,bad
ice,14,bad
exception,14,bad
projects,14,bad
sympathy,14,bad
run,14,bad
casting,14,bad
current,14,bad
hero,14,bad
fiction,14,bad
ship,14,bad
ride,14,bad
upset,14,bad
bullshit,14,bad
country,14,bad
loose,14,bad
jokes,14,bad
stalker,14,bad
surprising,14,bad
soft,14,bad
relief,14,bad
familiar,14,bad
damsel,14,bad
distress,14,bad
favourite,14,bad
dreams,14,bad
piano,14,bad
professional,14,bad
community,14,bad
nonsensical,14,bad
remake,14,bad
conversation,14,bad
directing,14,bad
gap,14,bad
truth,14,bad
rewatch,14,bad
impressive,14,bad
conflicts,14,bad
warm,14,bad
tiny,14,bad
manner,14,bad
cringy,14,bad
video,14,bad
wedding,14,bad
students,14,bad
enemies,14,bad
arrogant,14,bad
families,13,bad
Main,13,bad
qualities,13,bad
brat,13,bad
comic,13,bad
college,13,bad
topics,13,bad
format,13,bad
fight,13,bad
Same,13,bad
higher,13,bad
paper,13,bad
flawed,13,bad
answer,13,bad
white,13,bad
straight,13,bad
comparison,13,bad
department,13,bad
wives,13,bad
heavy,13,bad
characterization,13,bad
brilliant,13,bad
sisters,13,bad
misery,13,bad
naive,13,bad
patients,13,bad
building,13,bad
doubt,13,bad
willing,13,bad
violence,13,bad
plenty,13,bad
hee,13,bad
divorce,13,bad
Great,13,bad
abusive,13,bad
draggy,13,bad
convincing,13,bad
meaning,13,bad
dirty,13,bad
significant,13,bad
co,13,bad
pitiful,13,bad
position,13,bad
loss,13,bad
range,13,bad
hit,13,bad
faces,13,bad
scared,13,bad
lover,13,bad
earth,13,bad
producers,13,bad
clever,13,bad
reactions,13,bad
opportunity,13,bad
flow,13,bad
CEO,13,bad
station,13,bad
vampire,13,bad
introduction,13,bad
means,13,bad
window,13,bad
band,13,bad
mention,13,bad
borderline,13,bad
dog,13,bad
deeper,13,bad
traits,12,bad
Asian,12,bad
mistress,12,bad
late,12,bad
classic,12,bad
compelling,12,bad
guilty,12,bad
standards,12,bad
trouble,12,bad
surgery,12,bad
recent,12,bad
balance,12,bad
handful,12,bad
wonderful,12,bad
Do,12,bad
engaging,12,bad
fucking,12,bad
credit,12,bad
like,12,bad
hyuk,12,bad
favor,12,bad
tough,12,bad
appearance,12,bad
grace,12,bad
chef,12,bad
source,12,bad
empathy,12,bad
being,12,bad
rude,12,bad
look,12,bad
gorgeous,12,bad
shock,12,bad
psycho,12,bad
teenage,12,bad
clothes,12,bad
alright,12,bad
knowledge,12,bad
span,12,bad
lawyer,12,bad
cancer,12,bad
husbands,12,bad
struggles,12,bad
mix,12,bad
lackluster,12,bad
inconsistencies,12,bad
field,12,bad
form,12,bad
extreme,12,bad
lower,12,bad
earlier,12,bad
month,12,bad
flashback,12,bad
months,12,bad
torture,12,bad
experiences,12,bad
visual,12,bad
liver,12,bad
unsatisfying,12,bad
vibes,12,bad
legal,12,bad
dangerous,12,bad
fluffy,12,bad
sequel,12,bad
grandmother,12,bad
use,12,bad
exact,12,bad
control,12,bad
fillers,12,bad
fool,12,bad
unhealthy,12,bad
clichs,12,bad
superior,12,bad
mid,12,bad
pregnant,12,bad
respect,12,bad
aliens,12,bad
idiotic,12,bad
ground,12,bad
slice,11,bad
unlikable,11,bad
dynamics,11,bad
opportunities,11,bad
Japanese,11,bad
chairman,11,bad
jerk,11,bad
mafia,11,bad
understandable,11,bad
slave,11,bad
meeting,11,bad
inner,11,bad
wide,11,bad
mark,11,bad
watchers,11,bad
games,11,bad
subplots,11,bad
doormat,11,bad
redemption,11,bad
blind,11,bad
irrelevant,11,bad
state,11,bad
street,11,bad
nature,11,bad
triangles,11,bad
shop,11,bad
jump,11,bad
subtle,11,bad
antagonists,11,bad
attempts,11,bad
innocent,11,bad
space,11,bad
advantage,11,bad
sight,11,bad
disaster,11,bad
psychiatrist,11,bad
passion,11,bad
delivery,11,bad
hate,11,bad
shy,11,bad
appeal,11,bad
evidence,11,bad
tale,11,bad
intrigue,11,bad
market,11,bad
mean,11,bad
para,11,bad
unnatural,11,bad
author,11,bad
screentime,11,bad
quando,11,bad
research,11,bad
opinions,11,bad
device,11,bad
mixed,11,bad
teacher,11,bad
heroine,11,bad
psychology,11,bad
charming,11,bad
cheating,11,bad
convoluted,11,bad
heir,11,bad
meh,11,bad
topic,11,bad
live,11,bad
subject,11,bad
humans,11,bad
precious,11,bad
screenplay,11,bad
bitter,11,bad
cause,11,bad
ability,11,bad
endless,11,bad
candy,11,bad
edge,11,bad
idiot,11,bad
fantastic,11,bad
par,11,bad
Romance,11,bad
hearted,11,bad
sub,11,bad
goodness,11,bad
tree,11,bad
presence,11,bad
cliffhanger,11,bad
satisfying,11,bad
variety,11,bad
military,11,bad
path,10,bad
sympathetic,10,bad
expectation,10,bad
teens,10,bad
formula,10,bad
incredible,10,bad
honesty,10,bad
standard,10,bad
image,10,bad
capable,10,bad
bag,10,bad
unwatchable,10,bad
workplace,10,bad
parallel,10,bad
color,10,bad
paint,10,bad
vincenzo,10,bad
unexpected,10,bad
comical,10,bad
harsh,10,bad
idols,10,bad
Second,10,bad
motive,10,bad
hilarious,10,bad
stunning,10,bad
soap,10,bad
FL,10,bad
cult,10,bad
restaurant,10,bad
quirky,10,bad
language,10,bad
crew,10,bad
communication,10,bad
radio,10,bad
highlight,10,bad
fluff,10,bad
failure,10,bad
famous,10,bad
wooden,10,bad
satisfied,10,bad
stubborn,10,bad
pass,10,bad
section,10,bad
cells,10,bad
lacklustre,10,bad
touch,10,bad
charisma,10,bad
rivalry,10,bad
member,10,bad
act,10,bad
flaw,10,bad
hole,10,bad
underdeveloped,10,bad
double,10,bad
mouth,10,bad
unfortunate,10,bad
ish,10,bad
speed,10,bad
rant,10,bad
plausible,10,bad
reasoning,10,bad
weakest,10,bad
forgiving,10,bad
extra,10,bad
today,10,bad
large,10,bad
spot,10,bad
bait,10,bad
park,10,bad
essence,10,bad
insane,10,bad
brothers,10,bad
door,10,bad
in,10,bad
atmosphere,10,bad
arcs,10,bad
changes,10,bad
Poor,10,bad
confusion,10,bad
personagens,10,bad
corporate,10,bad
rules,10,bad
bully,10,bad
lacking,9,bad
screenwriter,9,bad
exaggerated,9,bad
comfortable,9,bad
route,9,bad
finish,9,bad
evident,9,bad
#,9,bad
fat,9,bad
surface,9,bad
poster,9,bad
jail,9,bad
examples,9,bad
letdown,9,bad
ignorant,9,bad
improvement,9,bad
reviewer,9,bad
casts,9,bad
views,9,bad
gender,9,bad
unhappy,9,bad
passive,9,bad
intelligence,9,bad
heartwarming,9,bad
sua,9,bad
MOST,9,bad
U,9,bad
tons,9,bad
scriptwriter,9,bad
management,9,bad
lowest,9,bad
breakup,9,bad
punishment,9,bad
ups,9,bad
risk,9,bad
underwhelming,9,bad
senseless,9,bad
manipulative,9,bad
clue,9,bad
rush,9,bad
enemy,9,bad
crappy,9,bad
dumbest,9,bad
afraid,9,bad
rule,9,bad
clueless,9,bad
contract,9,bad
grandfather,9,bad
significance,9,bad
numerous,9,bad
assistir,9,bad
Disappointed,9,bad
king,9,bad
fall,9,bad
misleading,9,bad
accurate,9,bad
overdone,9,bad
oblivious,9,bad
grandma,9,bad
psychological,9,bad
prosecutor,9,bad
film,9,bad
internal,9,bad
American,9,bad
kidnapping,9,bad
gang,9,bad
crimes,9,bad
left,9,bad
pair,9,bad
employee,9,bad
BAD,9,bad
ends,9,bad
perspective,9,bad
western,9,bad
worker,9,bad
characterisation,9,bad
incident,9,bad
GOOD,9,bad
hint,9,bad
importance,9,bad
critical,9,bad
thinking,9,bad
Man,9,bad
OVERALL,9,bad
petty,9,bad
assassin,9,bad
incompetent,9,bad
journey,9,bad
lucky,9,bad
lengthy,9,bad
context,9,bad
utter,9,bad
corruption,9,bad
OSTs,9,bad
drag,9,bad
assistant,9,bad
possibility,9,bad
convenient,9,bad
30s,9,bad
puppy,9,bad
attraction,9,bad
shitty,9,bad
excitement,9,bad
everytime,9,bad
chicken,9,bad
subplot,9,bad
education,9,bad
setup,9,bad
harassment,9,bad
Only,9,bad
brief,9,bad
characteristics,9,bad
greatest,9,bad
anxiety,9,bad
challenges,9,bad
despicable,9,bad
sides,9,bad
magic,9,bad
shift,9,bad
min,8,bad
surprises,8,bad
agenda,8,bad
incoherent,8,bad
scriptwriters,8,bad
guards,8,bad
friendly,8,bad
suspenseful,8,bad
severe,8,bad
vague,8,bad
training,8,bad
motivation,8,bad
struggle,8,bad
amateur,8,bad
os,8,bad
lies,8,bad
helpless,8,bad
shot,8,bad
unrelated,8,bad
tag,8,bad
directors,8,bad
gold,8,bad
clingy,8,bad
moral,8,bad
trait,8,bad
dance,8,bad
cringeworthy,8,bad
Supper,8,bad
goals,8,bad
call,8,bad
strangers,8,bad
greedy,8,bad
fresh,8,bad
thrill,8,bad
abysmal,8,bad
visuals,8,bad
coffee,8,bad
prince,8,bad
bizarre,8,bad
placement,8,bad
filming,8,bad
owner,8,bad
alarm,8,bad
rushed,8,bad
bigger,8,bad
laughs,8,bad
hidden,8,bad
bare,8,bad
domestic,8,bad
scheme,8,bad
fictional,8,bad
ser,8,bad
asshole,8,bad
chaotic,8,bad
brainless,8,bad
play,8,bad
diagnosis,8,bad
independent,8,bad
false,8,bad
cousin,8,bad
challenge,8,bad
lovely,8,bad
traumatic,8,bad
coma,8,bad
regular,8,bad
focused,8,bad
re,8,bad
instance,8,bad
scandal,8,bad
folks,8,bad
slight,8,bad
dinner,8,bad
rival,8,bad
quiet,8,bad
Re,8,bad
overrated,8,bad
sane,8,bad
chaebol,8,bad
responsibility,8,bad
badass,8,bad
grand,8,bad
turns,8,bad
parent,8,bad
corrupt,8,bad
grim,8,bad
Things,8,bad
weight,8,bad
survival,8,bad
grandson,8,bad
trashy,8,bad
university,8,bad
murderer,8,bad
stale,8,bad
joy,8,bad
making,8,bad
countless,8,bad
safe,8,bad
offensive,8,bad
timing,8,bad
OK,8,bad
heck,8,bad
mins,8,bad
suffering,8,bad
thrilling,8,bad
outcome,8,bad
magical,8,bad
confident,8,bad
loopholes,8,bad
grey,8,bad
objective,8,bad
plastic,8,bad
curiosity,8,bad
skill,8,bad
creative,8,bad
unreasonable,8,bad
females,8,bad
choppy,8,bad
surgeon,8,bad
thanks,8,bad
grown,8,bad
party,8,bad
narcissistic,8,bad
More,8,bad
cut,8,bad
ml,8,bad
webdrama,8,bad
will,8,bad
clean,8,bad
portion,8,bad
agency,8,bad
ounce,8,bad
feel,8,bad
stage,8,bad
reviewers,8,bad
memories,8,bad
account,8,bad
ost,8,bad
cell,8,bad
devices,8,bad
E,8,bad
easier,8,bad
duration,8,bad
victims,8,bad
ruthless,8,bad
parody,8,bad
illegal,8,bad
cops,8,bad
confidence,8,bad
satisfactory,8,bad
cultural,8,bad
plotlines,8,bad
extent,8,bad
theory,8,bad
lukewarm,8,bad
healthy,8,bad
weapon,8,bad
Last,7,bad
alien,7,bad
boundaries,7,bad
audiences,7,bad
disability,7,bad
baked,7,bad
record,7,bad
wet,7,bad
seat,7,bad
storytelling,7,bad
pleasure,7,bad
episdios,7,bad
additional,7,bad
incomplete,7,bad
DONT,7,bad
bullying,7,bad
international,7,bad
notes,7,bad
EVIL,7,bad
onde,7,bad
sheer,7,bad
hopeful,7,bad
bitch,7,bad
potentials,7,bad
return,7,bad
portrayals,7,bad
.,7,bad
hopeless,7,bad
generous,7,bad
shorter,7,bad
rate,7,bad
lovey,7,bad
types,7,bad
teenagers,7,bad
relevant,7,bad
news,7,bad
correct,7,bad
producer,7,bad
flag,7,bad
sooo,7,bad
downfall,7,bad
caring,7,bad
STUPID,7,bad
coincidences,7,bad
favour,7,bad
CHARACTERS,7,bad
existence,7,bad
chase,7,bad
cutesy,7,bad
theories,7,bad
flip,7,bad
purposes,7,bad
fond,7,bad
fi,7,bad
minded,7,bad
yrs,7,bad
excessive,7,bad
disorder,7,bad
relation,7,bad
references,7,bad
dozen,7,bad
explanations,7,bad
insult,7,bad
heels,7,bad
soo,7,bad
misunderstandings,7,bad
skin,7,bad
pleasant,7,bad
comeback,7,bad
agent,7,bad
shocking,7,bad
noble,7,bad
trap,7,bad
grief,7,bad
stereotypical,7,bad
adultery,7,bad
chaos,7,bad
traditional,7,bad
opera,7,bad
minimum,7,bad
crisis,7,bad
worthwhile,7,bad
anime,7,bad
fear,7,bad
housewife,7,bad
countries,7,bad
conservative,7,bad
Ok,7,bad
island,7,bad
relatable,7,bad
esse,7,bad
occasion,7,bad
force,7,bad
central,7,bad
guilt,7,bad
twins,7,bad
walls,7,bad
